total_num_patients, total_num_ed_patients, total_num_patients_entered,total_num_ed_patients_entered,mortality_rate,total_num_deceased_patients,total_num_lwbs,ed_throughput_per_day,avg_queue_length_ed,avg_queue_length_radio,avg_queue_length_lab,avg_queue_length_treat_phy,avg_queue_length_mon_nurse,avg_queue_length_surgery,avg_edwin_score,avg_door_to_doctor_time,avg_waiting_time_icu,avg_inward_utilization,avg_icu_utilization,avg_waiting_time_ed,avg_total_waiting_time,throughput_overall,rate_target_time_mts_full,rejected_Patients_ED,postponed_Patients_RAD,postponed_Patients_OR,postponed_Patients_LAB,avg_queue_length_lab,avg_doctor_utilization_surgery,avg_doctor_utilization_radio,avg_xray_utilization,avg_doctor_utilization_lab,avg_nurse_utilization_lab
17728.0,7640.0,22434.0,11936.0,38.82,151.0,1856.0,149.80392156862746,39.48396056103319,39.714404662781014,0.7027477102414654,0.13322231473771856,0.0,0.020815986677768527,1.1143052083336213,280.87115451803896,0.0,0.4971352980631441,0.41267393697053606,225.2779742919883,253.7956197482769,347.6078431372549,77.0,124,0,0,0,0.7027477102414654,0.6297077427102205,0.9220089704205152,0.8874042703876703,0.2207213821667502,0.6947368509513185,
17985.0,7702.0,22793.0,11723.0,53.52,190.0,1546.0,151.01960784313727,37.18233578669629,39.73105745212323,0.39050791007493757,0.12323064113238967,0.0,0.010824313072439634,1.0435496111807532,275.81373549465843,0.0,0.5092272493110025,0.41039680456308436,214.22589061967423,244.41662805439952,352.6470588235294,78.0,102,0,0,0,0.39050791007493757,0.6443215129696022,0.9284023001609774,0.8944713949315141,0.2251265850702197,0.6797018801074066,
17753.0,7690.0,23518.0,12008.0,35.31,137.0,1900.0,150.7843137254902,39.900985974170254,39.74771024146545,0.6094920899250624,0.0890924229808493,0.0,0.0,1.1223720917231526,293.37588249407753,0.0,0.4701506839768234,0.43700906522695104,224.65217847203704,252.595242463913,348.0980392156863,78.0,152,0,0,0,0.6094920899250624,0.6444772589603037,0.9349272399539686,0.8861427449713789,0.22162336610284364,0.680335853177384,
17462.0,7514.0,23865.0,11842.0,44.38,146.0,1977.0,147.33333333333334,38.85585335370087,39.75853455453789,0.6402997502081599,0.08492922564529559,0.0,0.0,1.0972873100162852,289.46324957582885,0.0,0.4640190644316757,0.3979618412236139,218.13107953095025,254.0480337671458,342.3921568627451,77.0,141,0,0,0,0.6402997502081599,0.5940196255519136,0.9234235874177974,0.9031196491839768,0.22109966392785732,0.680113747903129,
18304.0,7858.0,24761.0,12137.0,33.99,138.0,1735.0,154.07843137254903,38.59380641577559,39.73022481265612,0.649458784346378,0.09575353871773522,0.0,0.01582014987510408,1.1100069831985948,290.5701473997597,0.0,0.505265243799727,0.4042851738193014,216.92546928100947,244.36496072466213,358.9019607843137,78.0,142,0,0,0,0.649458784346378,0.6580515501119262,0.9255205061478383,0.8709725845344596,0.21822317038967218,0.7014820127927217,
17591.0,7515.0,24946.0,11957.0,40.15,161.0,1913.0,147.35294117647058,39.55325649215387,39.81598667776853,0.8118234804329725,0.11240632805995004,0.0,0.005828476269775187,1.1377965446293916,296.2316424991977,0.0,0.5023393906439675,0.43650251073229784,224.98427254272033,256.64896580304634,344.921568627451,79.0,186,0,0,0,0.8118234804329725,0.6668256589284217,0.930744942358088,0.8712313247230778,0.21872423196144958,0.7016395052313644,
17855.0,7717.0,25570.0,11976.0,46.2,152.0,1813.0,151.31372549019608,38.565893625885295,39.731890091590344,0.585345545378851,0.05995004163197336,0.0,0.0,1.0879179946129367,296.00580542371324,0.0,0.4769009798177404,0.43875206560953867,216.96107568041168,249.45430563162867,350.0980392156863,76.0,119,0,0,0,0.585345545378851,0.6050509721201679,0.9338483880983447,0.8892069223595661,0.21372227676859146,0.6861968303855241,
18036.0,7727.0,25925.0,11986.0,44.78,180.0,1765.0,151.50980392156862,37.673239827801694,39.644462947543715,0.7960033305578684,0.07660283097418817,0.0,0.004163197335553705,1.0708521887955698,288.84407522106846,0.0,0.4906470908462208,0.44634381459781863,210.79264911805936,244.77670574970725,353.6470588235294,76.0,109,0,0,0,0.7960033305578684,0.6157673995742439,0.9256886293971116,0.8860108118443719,0.23023933638051058,0.7099283831612525,
17507.0,7377.0,26603.0,11983.0,42.38,153.0,2235.0,144.64705882352942,41.523121788640466,39.80766028309742,0.5303913405495421,0.0749375520399667,0.0,0.0,1.1734287647198771,310.117764249478,0.0,0.4899740104330466,0.4621718387775669,230.44166775237917,255.19493031498217,343.27450980392155,78.0,108,0,0,0,0.5303913405495421,0.6473425186819723,0.9279681769326769,0.8790027798580962,0.2092619939881312,0.6555752170039603,
17819.0,7685.0,26944.0,11938.0,47.91,183.0,1821.0,150.68627450980392,37.84696569920845,39.80099916736053,1.0407993338884263,0.07160699417152373,0.0,0.0,1.081035313042496,293.6970808572791,0.0,0.484391311865453,0.41940218304229515,211.86827635588733,251.339579879754,349.3921568627451,76.0,140,0,0,0,1.0407993338884263,0.627895785047804,0.9258651203782549,0.8903964459910825,0.21976353037086988,0.6805306367673728,
